243,331,482
244,350,493
245,361,501
246,150,451
247,126,427
248,449,617
249,712,475
250,452,782
251,872,291
252,602,517
253,642,520
254,679,516
255,729,489
256,568,508
257,656,389
258,610,395
259,699,397
260,727,413
261,762,513
262,563,1081
263,726,462
264,883,476
265,807,477
266,623,697
267,471,857
268,466,895
269,521,863
270,554,868
271,506,889
272,537,885
273,608,933
274,443,769
275,448,727
276,780,374
277,542,592
278,540,739
279,543,713
280,746,682
281,449,668
282,682,333
283,740,346
284,833,222
285,507,373
286,571,416
287,640,891
288,823,852
289,512,764
290,481,777
291,597,873
292,588,876
293,761,315
294,543,752
295,606,338
296,611,302
297,666,135
298,802,268
299,640,218
300,804,351
301,843,324
302,470,878
303,514,877
304,546,876
305,503,770
306,592,875
307,571,891
308,583,877
309,489,759
310,531,891
311,499,898
312,462,906
313,474,1024
314,471,974
315,470,950
316,467,926
317,463,905
318,531,891
319,539,900
320,547,911
321,554,923
322,591,842
323,878,646
324,555,885
325,563,888
326,468,793
327,532,773
328,474,786
329,584,614
330,651,639
331,551,727
332,768,168
333,738,230
334,695,297
335,572,969
336,515,315
337,540,221
338,558,120
339,711,507
340,806,540
341,545,499
342,765,429
343,514,567
344,514,731
345,844,566
346,779,574
347,728,593
348,652,590
349,597,575
350,554,558
351,459,516
352,834,654
353,797,420
354,432,788
355,536,638
357,522,537
358,557,725
359,744,462
360,517,698
361,856,747
362,543,484
363,483,679
364,731,969
365,725,1006
366,870,653
367,782,909
368,865,394
369,567,1118
370,429,793
371,573,666
372,842,482
373,674,493
374,641,496
375,579,896
376,824,736
377,498,1169
378,612,1107
379,664,1065
380,608,494
381,576,489
382,554,487
383,825,407
384,580,450
385,615,435
386,650,432
387,684,438
388,705,448
390,697,485
391,548,828
392,510,760
393,473,826
394,675,1027
395,622,1073
396,499,1150
397,777,939
398,555,471
399,483,588
400,559,1144
401,850,745
402,499,898
403,507,913
404,513,932
405,517,954
406,529,1001
407,563,880
408,571,875
409,578,871
410,624,863
411,774,766
412,486,539
413,514,449
414,538,454
415,555,885
416,773,858
417,477,449
418,547,1039
419,455,569
420,509,656
421,484,1066
422,638,952
423,592,754
424,596,1001
425,689,742
426,632,791
427,722,802
428,495,1114
429,533,675
430,667,984
431,614,1034
432,673,900
433,810,805
434,721,906
435,825,829
436,666,834
437,509,613
438,501,752
439,527,755
440,483,728
441,543,406
442,608,376
443,666,370
444,715,379
445,749,397
446,771,470
447,882,564
448,741,534
449,701,549
450,648,551
451,599,543
452,559,531
453,532,518
455,528,762
456,480,633
457,472,760
458,454,778
459,474,765
460,519,772
461,445,784
462,442,789
463,530,486
464,510,495
465,496,504
466,716,455
467,744,433
468,227,457
469,268,457
470,227,421
471,185,456
472,227,493
473,639,459
474,679,458
475,637,423
476,599,459
477,642,495
